lon,lat,FullDate,Day,Month,Year,StateAbb,City,Corner
-121.9885719,37.5482697,9/24/2014,24,9,2014,CA,Fremont,Fremont Blvd & Irvington
-87.6297982,41.8781136,9/24/2014,24,9,2014,IL,Chicago,Wells & Scott
-79.3831843,43.653226,9/24/2014,24,9,2014,ON,Toronto,Royal York & The Westway
-116.7872399,33.9175154,9/23/2014,23,9,2014,CA,Cabazon,Desert Hills Premium - West Village
-121.2357828,38.7907339,9/23/2014,23,9,2014,CA,Rocklin,Sierra College & I-80
-85.1393513,41.079273,9/23/2014,23,9,2014,IN,Fort Wayne,Scott and Illinois
-85.7584557,38.2526647,9/23/2014,23,9,2014,KY,Louisville,National City Tower
-89.7811745,30.2751945,9/23/2014,23,9,2014,LA,Slidell,Fremaux Town Center
-89.761545,35.1598391,9/23/2014,23,9,2014,TN,Cordova,Germantown Pkwy and Dexter
-115.0630649,49.5040452,9/22/2014,22,9,2014,BC,Fernie,Fernie
-117.086421,33.1192068,9/22/2014,22,9,2014,CA,Escondido,Palomar Medical Center
-73.567256,45.5016889,9/22/2014,22,9,2014,QC,Montreal,Cote-des-Neiges & Edouard-Montpetit
-117.9188221,33.6412156,9/20/2014,20,9,2014,CA,Costa Mesa,Bristol & Red Hill
-80.0728201,26.4614625,9/20/2014,20,9,2014,FL,Delray Beach,Linton & 4th
-123.0867536,44.0520691,9/20/2014,20,9,2014,OR,Eugene,29th & Willamette - Eugene
-114.4608711,42.5629668,9/19/2014,19,9,2014,ID,Twin Falls,Blue Lake and Bridge View -ID
-88.2072697,40.1105875,9/19/2014,19,9,2014,MD,Urbana,Urbana
-82.9987942,39.9611755,9/19/2014,19,9,2014,MS,Columbus,"Columbus, MS"
-74.3000878,40.2136754,9/19/2014,19,9,2014,NJ,Freehold,Freehold
-123.1207375,49.2827291,9/18/2014,18,9,2014,BC,Vancouver,Broadway Tech Centre
-118.4911912,34.0194543,9/18/2014,18,9,2014,CA,Santa Monica,Lincoln & Pico
-121.9877444,38.3565773,9/18/2014,18,9,2014,CA,Vacaville,Vacaville Premium - East Plaza
-87.6297982,41.8781136,9/18/2014,18,9,2014,IL,Chicago,Western & Waveland
5.291266,52.132633,9/18/2014,18,9,2014,OH,Holland,Airport Hwy & McCord
-118.255075,34.1425078,9/17/2014,17,9,2014,CA,Glendale,Colorado & Griswold
-108.5006904,45.7832856,9/15/2014,15,9,2014,MT,Billings,Billings - Grand and 9th
-73.567256,45.5016889,9/14/2014,14,9,2014,QC,Montreal,World Trade Centre Montreal
-81.0228331,29.2108147,9/12/2014,12,9,2014,FL,Daytona Beach,ISB & Clyde Morris
-76.3055144,40.0378755,9/12/2014,12,9,2014,NY,Lancaster,"Lancaster, Regal Center"
-122.6764815,45.5230622,9/12/2014,12,9,2014,OR,Portland,OHSU (Kiosk)
-122.6764815,45.5230622,9/12/2014,12,9,2014,OR,Portland,OHSU
-111.9400054,33.4255104,9/11/2014,11,9,2014,AZ,Tempe,McClintock & Warner
-87.6297982,41.8781136,9/11/2014,11,9,2014,IL,Chicago,Grand & Wabash
-87.6876969,42.0450722,9/11/2014,11,9,2014,IL,Evanston,Dempster & Dodge
-74.360846,40.4594021,9/10/2014,10,9,2014,NJ,Sayreville,"Sayreville, NJ"
-93.1566112,45.0502435,9/8/2014,8,9,2014,MN,Arden Hills,Lexington and Red Fox - Arden Hills
-100.8958674,29.3708857,9/8/2014,8,9,2014,TX,Del Rio,Veterans & Chevrolet
-80.1289321,26.3683064,9/6/2014,6,9,2014,FL,Boca Raton,Federal & 5th
-90.0348139,34.9553719,9/5/2014,5,9,2014,MS,Horn Lake,Horn Lake - West Goodman Rd & I-55
-76.5835621,36.7282054,9/5/2014,5,9,2014,VA,Suffolk,Main Street (Suffolk)
-122.5210007,47.6248791,9/5/2014,5,9,2014,WA,Bainbridge Island,Bainbridge Island Village
-117.2611527,34.0483474,9/4/2014,4,9,2014,CA,Loma Linda,Mountain View & Barton
-117.0991967,32.6781085,9/4/2014,4,9,2014,CA,National City,Mile of Cars Way & I-5
-122.4194155,37.7749295,9/4/2014,4,9,2014,CA,San Francisco,564 Market Street
-90.1323087,32.4284761,9/1/2014,1,9,2014,MS,Ridgeland,"Renaissance Ridgeland, MS"
-81.4278984,29.9719419,9/1/2014,1,9,2014,NL,St. Johns,Avalon Mall - Level 1
-73.9441579,40.6781784,9/1/2014,1,9,2014,NY,Brooklyn,Kings Plaza Mall
-84.2132698,39.3708927,9/1/2014,1,9,2014,OH,South Lebanon,South Lebanon - Rivers Crossing
-73.567256,45.5016889,9/1/2014,1,9,2014,QC,Montreal,1001 University
-121.8863286,37.3382082,8/29/2014,29,8,2014,CA,san jose,Saratoga & Kiely
-121.8995741,37.4323341,8/29/2014,29,8,2014,CA,Milpitas,Park Victoria & Landess
-93.5691122,45.3377283,8/29/2014,29,8,2014,MN,Elk River,Highway 169 and Freeport-Elk River
-118.0120086,33.9172357,8/28/2014,28,8,2014,CA,La Mirada,Imperial & La Mirada
-118.3082747,34.2596475,8/28/2014,28,8,2014,CA,Sunland,8241 Foothill Blvd.
-117.3136547,34.0739016,8/28/2014,28,8,2014,CA,Colton,I-10 and 9th Street
-118.4911912,34.0194543,8/28/2014,28,8,2014,CA,Santa Monica,Olympic & Main
-122.4194155,37.7749295,8/28/2014,28,8,2014,CA,San Francisco,Montgomery & Sutter
-74.0159125,40.7131919,8/28/2014,28,8,2014,WI,Brookfield,Bluemound & Woelfel
-122.3255254,37.5629917,8/26/2014,26,8,2014,CA,San Mateo,Hillsdale Mall
-79.3831843,43.653226,8/22/2014,22,8,2014,ON,Toronto,95 St. Clair Avenue West
-79.3831843,43.653226,8/22/2014,22,8,2014,ON,Toronto,Spadina & Queens Quay
-118.1937395,33.7700504,8/21/2014,21,8,2014,CA,Long Beach,Spring & Palo Verde
-78.3947359,40.5186809,8/21/2014,21,8,2014,IA,Altoona,3219 8th Street SW - Altoona
-113.4909267,53.544389,8/18/2014,18,8,2014,AB,Edmonton,College Plaza
-87.7131018,41.5039235,8/18/2014,18,8,2014,IL,Matteson,Lincoln Hwy & Cicero Ave
-122.2585399,37.8718992,8/17/2014,17,8,2014,CA,Berkeley,Telegraph & Ashby
11.2558136,43.7695604,8/15/2014,15,8,2014,AL,Florence,"Florence, AL"
-118.1445155,34.1477849,8/15/2014,15,8,2014,CA,Pasadena,"Lake & Orange Grove, Pasadena"
-82.7637127,28.0780718,8/15/2014,15,8,2014,FL,Palm Harbor,East Lake & Ridgemoor
-121.8995741,37.4323341,8/14/2014,14,8,2014,CA,Milpitas,Great Mall - Door 3
-117.1610838,32.715738,8/14/2014,14,8,2014,CA,San Diego,Mission Bay Drive & Mission Blvd.
-88.1227199,42.0629915,8/14/2014,14,8,2014,IL,Hoffman Estates,Hoffman Estates - Palatine Rd
-93.1668858,44.8041322,8/14/2014,14,8,2014,MN,Eagan,Cedar & Hwy 13-TC Premium Outlets
-117.867653,33.7454725,8/13/2014,13,8,2014,CA,Santa Ana,Westfield Mainplace Mall-Lower Lvl
-97.678896,30.5082551,8/12/2014,12,8,2014,TX,Round Rock,Greenlawn & Louis Henna
-93.3424866,37.1239091,8/11/2014,11,8,2014,CO,Golden,17224 So. Golden Rd
-98.2300124,26.2034071,8/11/2014,11,8,2014,TX,McAllen,83 & Bentsen Rd
-105.5911007,41.3113669,8/11/2014,11,8,2014,WY,Laramie,Laramie - Grand & 30th
-81.9495331,26.5628537,8/9/2014,9,8,2014,FL,Cape Coral,Cape Coral Pkwy
-80.0942087,26.9342246,8/8/2014,8,8,2014,FL,Jupiter,Fishermans Wharf
-80.0886703,41.1578377,8/8/2014,8,8,2014,PA,Grove City,Grove City Premium Outlets
-122.3320708,47.6062095,8/8/2014,8,8,2014,WA,Seattle,Fremont Ave
-122.1430195,37.4418834,8/7/2014,7,8,2014,CA,Palo Alto,Embarcadero & St. Francis
-87.8539425,41.6303103,8/7/2014,7,8,2014,IL,Orland Park,159th & LaGrange
-94.6707917,38.9822282,8/7/2014,7,8,2014,KS,Overland Park,Overland Park - 75th & I35
-71.0588801,42.3600825,8/7/2014,7,8,2014,MA,Boston,Fan Pier
-79.0377388,43.0962143,8/7/2014,7,8,2014,ON,Niagara Falls,"7151 Montrose Rd, Unit F1"
-122.2711137,37.8043637,8/6/2014,6,8,2014,CA,Oakland,Rockridge & Broadway
-92.2243153,34.8150907,8/5/2014,5,8,2014,OR,Sherwood,Sherwood - Parkway Village
-95.3698028,29.7604267,8/5/2014,5,8,2014,TX,Houston,Woodson & W. Lake Houston Pkwy
-0.5599501,51.3147593,8/1/2014,1,8,2014,BC,Surrey,Surrey Park Place
-84.2807329,30.4382559,8/1/2014,1,8,2014,FL,Tallahassee,North Monroe & Fred George
-71.0040013,42.2079017,8/1/2014,1,8,2014,MA,Braintree,South Shore Plaza
-79.3831843,43.653226,8/1/2014,1,8,2014,ON,Toronto,Metro Centre CA
-79.5389289,40.3014581,8/1/2014,1,8,2014,PA,Greensburg,Eastgate Shopping Center
-82.6015206,34.829838,8/1/2014,1,8,2014,SC,Easley,Calhoun Memorial Hwy
-79.9748103,32.8546197,8/1/2014,1,8,2014,SC,North Charleston,University Blvd (Southern U)
-96.4597089,32.9312336,8/1/2014,1,8,2014,TX,Rockwall,I30 & White Hills Drive
-97.3307658,32.7554883,8/1/2014,1,8,2014,TX,Fort Worth,McCart & Sycamore
-97.3625172,32.5790251,8/1/2014,1,8,2014,TX,Crowley,1187 & 731
-77.4360481,37.5407246,8/1/2014,1,8,2014,VA,Richmond,Spring Rock Green
-89.5889864,40.6936488,7/31/2014,31,7,2014,AZ,Peoria,"Bell & 83rd, Peoria"
-1.2577263,51.7520209,7/30/2014,30,7,2014,MS,Oxford,W Jackson Ave
-112.0409223,33.534452,7/29/2014,29,7,2014,TX,Cross Roads,Cross Roads
-113.996586,46.8787176,7/28/2014,28,7,2014,MT,Missoula,Missoula - Brooks and Central
-73.7017858,42.5909135,7/28/2014,28,7,2014,NY,east greenbush,"Columbia Turnpike, East Greenbush"
-74.0059728,40.7127753,7/28/2014,28,7,2014,NY,New York,239 Bleecker St
-87.9064736,43.0389025,7/27/2014,27,7,2014,WI,Milwaukee,Mayfair Mall - Lower Level
-118.2436849,34.0522342,7/26/2014,26,7,2014,CA,Los Angeles,Figueroa & York
-118.3286614,34.0928092,7/25/2014,25,7,2014,CA,Hollywood,Sunset & Vine
-74.1979458,39.9537358,7/25/2014,25,7,2014,NJ,Toms River,Toms River Route 9
-73.7084645,40.6642699,7/25/2014,25,7,2014,NY,Valley Stream,Green Acres Mall
-122.6269768,47.5650067,7/25/2014,25,7,2014,WA,Bremerton,Wheaton Way & Sylvan Way
-85.8241312,38.2856247,7/22/2014,22,7,2014,IN,New Albany,New Albany - Wesley Commons
-98.4936282,29.4241219,7/22/2014,22,7,2014,TX,San Antonio,410 & Babcock
-73.9441579,40.6781784,7/21/2014,21,7,2014,NY,Brooklyn,Union Ave & Ainslie St
-81.3792365,28.5383355,7/19/2014,19,7,2014,FL,Orlando,Sand Lake Rd & International Dr.
-95.6160549,30.0971621,7/19/2014,19,7,2014,TX,Tomball,Kuykendahl & Rayford
-71.1337112,42.3539038,7/18/2014,18,7,2014,MA,Allston,1304 Commonwealth Ave.
35.862285,33.854721,7/18/2014,18,7,2014,TN,Lebanon,South Cumberland Street
-120.5058987,46.6020711,7/18/2014,18,7,2014,WA,Yakima,26th & Nob Hill
-157.8583333,21.3069444,7/17/2014,17,7,2014,HI,Honolulu,Aina Haina Shopping Center
-87.8443151,42.2791365,7/17/2014,17,7,2014,IL,Lake Bluff,18 N. Waukegan  Rd. - Lake Bluff
-103.1360403,32.7026116,7/15/2014,15,7,2014,NM,Hobbs,Lovington Hwy & Joe Harvey
-97.9647269,29.5688411,7/15/2014,15,7,2014,TX,Seguin,I-10 & 123 Bypass
-73.9234619,40.7643574,7/14/2014,14,7,2014,NY,Astoria,Astoria Blvd & 31st St
-79.0377388,43.0962143,7/11/2014,11,7,2014,NY,Niagara Falls,Niagara Falls Boulevard
-122.4194155,37.7749295,7/10/2014,10,7,2014,CA,San Francisco,Hyde & Beach
-121.9623751,37.2358078,7/3/2014,3,7,2014,CA,Los Gatos,Blossom Hill & Harwood
-118.2436849,34.0522342,7/3/2014,3,7,2014,CA,Los Angeles,Olympic & Soto
-97.2891817,32.630968,7/1/2014,1,7,2014,TX,Everman,I35 & Everman
-97.3307658,32.7554883,7/1/2014,1,7,2014,TX,Fort Worth,Bryant Irvin and Oakmont
-96.9375051,33.1626193,7/1/2014,1,7,2014,TX,Little Elm,Hwy 423 & 720
-104.8213634,38.8338816,6/30/2014,30,6,2014,CO,Colorado Springs,Briargate Blvd & Chapel Hills Dr
-75.0246135,39.982146,6/30/2014,30,6,2014,TX,Deer Park,Spencer Hwy & College Park
-95.8243956,29.7857853,6/30/2014,30,6,2014,TX,Katy,Grand Parkway & W Bellfort
-80.1373174,26.1224386,6/28/2014,28,6,2014,FL,Ft. Lauderdale,Galt Ocean Marketplace
37.6172999,55.755826,6/27/2014,27,6,2014,ID,Moscow,Palouse Mall - Moscow
-79.3831843,43.653226,6/27/2014,27,6,2014,ON,Toronto,Spadina & Fort York
-0.5599501,51.3147593,6/26/2014,26,6,2014,BC,Surrey,City Centre 1
-122.2952474,37.9771452,6/26/2014,26,6,2014,CA,El Sobrante,San Pablo Dam & Morrow
-80.8431267,35.2270869,6/26/2014,26,6,2014,NC,Charlotte,Duke Energy Center
-104.8970678,39.536482,6/23/2014,23,6,2014,CO,Lone Tree,Park Meadows - The Vistas
-94.5785667,39.0997265,6/20/2014,20,6,2014,KS,Kansas City,10620 Parallel Prkwy-KCK Speedway
-97.0430647,33.1223429,6/20/2014,20,6,2014,TX,Hickory Creek,Swisher Road & I-35
-122.6344709,41.7354186,6/19/2014,19,6,2014,CA,Yreka,Yreka
-73.567256,45.5016889,6/19/2014,19,6,2014,QC,Montreal,McGill & NotreDame
-76.2874927,36.7682088,6/19/2014,19,6,2014,VA,Chesapeake,Chesapeake Sq.
-117.9379952,33.7742692,6/17/2014,17,6,2014,CA,Garden Grove,Brookhurst & Westminster
-118.2436849,34.0522342,6/16/2014,16,6,2014,CA,Los Angeles,Vermont & Wilshire
-77.0368707,38.9071923,6/16/2014,16,6,2014,DC,Washington DC,2001 L St
-73.8648268,40.8447819,6/16/2014,16,6,2014,NY,Bronx,Fordham Plaza
-84.3782734,39.2320029,6/16/2014,16,6,2014,OH,Blue Ash,Blue Ash - Reed Hartman Hwy
-122.8553724,45.143731,6/16/2014,16,6,2014,OR,Woodburn,Hwy 211 and Hwy 99E
-86.39027,35.8456213,6/13/2014,13,6,2014,TN,Murfreesboro,Murfreesboro - The Avenue
-90.48344,41.56085,6/6/2014,6,6,2014,IA,Bettendorf,Kimberly & Middle Rd
-88.0111746,41.8089191,6/6/2014,6,6,2014,IL,Downers Grove,Ogden and Prince
-122.9081782,46.5745496,6/6/2014,6,6,2014,WA,Napavine,Interstate 5 & Rush Road
-79.9958864,40.4406248,6/2/2014,2,6,2014,PA,Pittsburgh,One Oxford Centre
-83.0363633,42.3149367,5/30/2014,30,5,2014,CA,Windsor,Shiloh & Hembree
-82.3248262,29.6516344,5/30/2014,30,5,2014,FL,Gainesville,Archer & SW 35th
-81.3792365,28.5383355,5/30/2014,30,5,2014,FL,Orlando,Disney Springs West Side
-122.3320708,47.6062095,5/30/2014,30,5,2014,WA,Seattle,83rd & Aurora
-113.4909267,53.544389,5/29/2014,29,5,2014,AB,Edmonton,Upper Windermere
-118.2200712,33.8958492,5/29/2014,29,5,2014,CA,Compton,Alameda & 91
-79.6441198,43.5890452,5/29/2014,29,5,2014,ON,Mississauga,4076 Confederation Parkway
-73.567256,45.5016889,5/29/2014,29,5,2014,QC,Montreal,De La Montagne & De Maisonneuve
-122.6764815,45.5230622,5/28/2014,28,5,2014,OR,Portland,60th & Columbia
-74.0059728,40.7127753,5/27/2014,27,5,2014,NY,New York,6th Ave at Walker Street
-121.9877444,38.3565773,5/25/2014,25,5,2014,CA,Vacaville,Nut Tree
-81.3578859,41.1536674,5/25/2014,25,5,2014,WA,Kent,102nd Ave SE & S 240th St- Kent
-88.8183872,33.4503998,5/23/2014,23,5,2014,MS,Starkville,"University Village, Starkville"
-78.6381787,35.7795897,5/23/2014,23,5,2014,NC,Raleigh,Capital & Spring Forest
-119.0592705,34.3541659,5/22/2014,22,5,2014,CA,Santa Paula,Palm & Harvard
-83.0457538,42.331427,5/22/2014,22,5,2014,MI,Detriot,Woodward and 8 Mile
-79.6441198,43.5890452,5/22/2014,22,5,2014,ON,Mississauga,5029 Hurontario St
-117.1825381,34.0555693,5/21/2014,21,5,2014,CA,Redlands,Lugonia & Wabash
-83.2341028,42.6875323,5/21/2014,21,5,2014,MI,Auburn Hills,Great Lakes Crossing - Food Court
-94.0476882,33.425125,5/20/2014,20,5,2014,AR,Texarkana,N. State Line Ave & Arkansas Blvd.
-120.7401385,47.7510741,5/20/2014,20,5,2014,DC,Washington,"9th and O, NW"
-81.3792365,28.5383355,5/19/2014,19,5,2014,FL,Orlando,Disney Springs Market Place
-118.3286614,34.0928092,5/17/2014,17,5,2014,FL,Hollywood,Sheridan & US 1
-122.6764815,45.5230622,5/16/2014,16,5,2014,ME,Portland,363 Maine Mall Road
-115.1398296,36.1699412,5/16/2014,16,5,2014,NV,Las Vegas,Las Vegas Premium South Outlets
-79.3831843,43.653226,5/16/2014,16,5,2014,ON,Toronto,Yonge & Queens Quay
-111.3803407,56.7263796,5/15/2014,15,5,2014,AB,Fort McMurray,Stoneycreek Village
-122.1817252,37.4529598,5/15/2014,15,5,2014,CA,Menlo Park,Secure Access SLAC
-121.1760583,38.6779591,5/15/2014,15,5,2014,CA,Folsom,Riley & Wales
-121.8863286,37.3382082,5/15/2014,15,5,2014,CA,San Jose,Cottle & Coronado
-106.6055534,35.0853336,5/15/2014,15,5,2014,NM,Albuquerque,San Mateo & Prospect
-97.3307658,32.7554883,5/13/2014,13,5,2014,TX,Fort Worth,University Park Village
-95.3698028,29.7604267,5/13/2014,13,5,2014,TX,Houston,The Woodlands Mall
-112.0339645,43.4916514,5/12/2014,12,5,2014,ID,Idaho Falls,17th and Jennie Lee - Idaho Falls
-74.0059728,40.7127753,5/12/2014,12,5,2014,NY,New York,49th & Park
NA,NA,5/10/2014,10,5,2014,FL,Deerfield Beach,Hillsboro Blvd & Powerline Road
-79.3831843,43.653226,5/5/2014,5,5,2014,ON,Toronto,Simcoe Place
-93.9993996,44.1635775,5/2/2014,2,5,2014,MN,Mankato,Madison and Sioux - Mankato
-73.1151117,40.7692649,5/2/2014,2,5,2014,NY,Bohemia,Bohemia- Veterans Mem Hwy
-87.9289591,42.1391927,5/1/2014,1,5,2014,IL,Wheeling,Lake Cook & Lexington
-90.1994042,38.6270025,5/1/2014,1,5,2014,MO,St. Louis,Lindbergh and Lemay Ferry
-92.3340724,38.9517053,5/1/2014,1,5,2014,SC,Columbia,Garners Ferry & Woodhill
-118.5021527,34.2793576,4/26/2014,26,4,2014,CA,Granada Hills,Chatsworth & Zelzah
-94.6335684,38.9916726,4/25/2014,25,4,2014,KS,Prairie Village,6920 Mission Rd-Prairie Village
-118.1445155,34.1477849,4/23/2014,23,4,2014,CA,Pasadena,Colorado & De Lacey
-95.4343859,29.0338575,4/22/2014,22,4,2014,TX,Lake Jackson,Hwy 288 & Oyster Creek
-117.1483648,33.4936391,4/20/2014,20,4,2014,CA,Temecula,Winchester & Ynez
-105.762548,39.8868485,4/18/2014,18,4,2014,FL,Winter Park,WinterPark Village
-73.9116433,42.7043568,4/18/2014,18,4,2014,NY,Guilderland,"Guilderland, NY"
-111.8389726,40.5649781,4/18/2014,18,4,2014,UT,Sandy,"11400 S & State St, Sandy"
-74.0159125,40.7131919,4/18/2014,18,4,2014,WI,Brookfield,Bluemound & Columbia
-117.5848025,33.952463,4/17/2014,17,4,2014,CA,Eastvale,Archibald & Schleisman
-117.2653146,32.9594891,4/17/2014,17,4,2014,CA,Del Mar,Via De La Valle & I-5
-79.7624177,43.7315479,4/17/2014,17,4,2014,ON,Brampton,Hurontario & Steeles-Brampton
-73.567256,45.5016889,4/17/2014,17,4,2014,QC,Montreal,Peel & Wellington
-96.5388789,33.0151201,4/17/2014,17,4,2014,TX,Wylie,FM 544 & Woodbridge Parkway
-74.0059728,40.7127753,4/16/2014,16,4,2014,NY,New York,43rd & Lex
-118.2436849,34.0522342,4/15/2014,15,4,2014,CA,Los Angeles,Central & Slauson
-74.1318096,40.9403762,4/11/2014,11,4,2014,NJ,Fairlawn,Fair Lawn Promanade
-79.3831843,43.653226,4/11/2014,11,4,2014,ON,Toronto,145 Richmond Street West
-118.081733,33.9022367,4/10/2014,10,4,2014,CA,Norwalk,Rosecrans & Studebaker
-95.3698028,29.7604267,4/7/2014,7,4,2014,TX,Houston,1960 & Champion Forest
-110.926479,32.2217429,4/4/2014,4,4,2014,AZ,Tucson,Speedway & Pantano
-118.2436849,34.0522342,4/4/2014,4,4,2014,CA,Los Angeles,Cesar Chavez & Broadway
-104.8771726,39.5807452,4/4/2014,4,4,2014,CO,Centennial,Arapahoe & Parker
-75.7012723,45.4765446,4/4/2014,4,4,2014,QC,Gatineau,Greber & St. Louis
-79.9748103,32.8546197,4/4/2014,4,4,2014,SC,North Charleston,North Rivers Avenue
-110.926479,32.2217429,4/3/2014,3,4,2014,AZ,Tucson,Tucson Mall L1 Center Court Kiosk
-117.9002918,33.916475,4/3/2014,3,4,2014,CA,Brea,Brea Mall Floor 1
-117.2139232,33.5539143,4/3/2014,3,4,2014,CA,Murrieta,Los Alamos & 215 Fwy
-74.0059728,40.7127753,3/31/2014,31,3,2014,NY,New York,60 Wall St
-74.0059728,40.7127753,3/28/2014,28,3,2014,NY,New York,UNIQLO @ 53rd & Fifth
-82.7535049,39.8842304,3/28/2014,28,3,2014,OH,Pickerington,Pickerington Plaza
-121.2907796,37.9577016,3/27/2014,27,3,2014,CA,Stockton,I-5 & Benjamin Holt
-157.8583333,21.3069444,3/27/2014,27,3,2014,HI,Honolulu,Center Court Ala Moana Center - L2
-71.0588801,42.3600825,3/27/2014,27,3,2014,MA,Boston,City Place (Boston)
-79.2468626,43.1593745,3/27/2014,27,3,2014,ON,St Catharines,343 Glendale Ave
-74.0059728,40.7127753,3/24/2014,24,3,2014,NY,New York,87th & Third
-72.6620402,40.9170435,3/24/2014,24,3,2014,NY,Riverhead,Riverhead S/C - Cty Rd 58
-92.1004852,46.7866719,3/21/2014,21,3,2014,MN,Duluth,Woodland Ave & College St.
-122.3044697,49.0504377,3/20/2014,20,3,2014,BC,Abbotsford,Fraser Station - Abbotsford
-117.1610838,32.715738,3/20/2014,20,3,2014,CA,San Diego,Mission Valley North Entry
-73.9749578,40.680177,3/20/2014,20,3,2014,CA,Woodland,Main & Pioneer
-74.0754189,40.9445428,3/20/2014,20,3,2014,NJ,Paramus,Garden State Plaza - Upper level
-112.29828,40.5307776,3/17/2014,17,3,2014,UT,Tooele,"Tooele, UT"
-81.2470574,32.115481,3/14/2014,14,3,2014,GA,Pooler,I-95 & Pooler Pkwy
-90.1528519,29.9840922,3/14/2014,14,3,2014,LA,Metairie,Veterans Blvd & Wilshire Place
-94.1632404,45.5579451,3/14/2014,14,3,2014,MN,St. Cloud,"St. Cloud, Division Place"
-74.2995928,40.6584212,3/14/2014,14,3,2014,NJ,Cranford,Cranford Train Station
-75.0518583,39.7728846,3/13/2014,13,3,2014,NJ,Turnersville,5340 Route 42 Turnersville
-117.9143012,33.8365932,3/10/2014,10,3,2014,CA,Anaheim,Downtown Disney Store
-80.7434019,34.9245935,3/7/2014,7,3,2014,NC,Waxhaw,Tom Short Rd & Rea Rd
-121.1786823,45.5945645,3/7/2014,7,3,2014,OR,The Dalles,The Dalles
-76.1788391,40.1798165,3/7/2014,7,3,2014,PA,Ephrata,Ephrata Marketplace
-98.1633432,26.3017374,3/7/2014,7,3,2014,TX,Edinburg,281 & Trenton
-76.2858726,36.8507689,3/7/2014,7,3,2014,VA,Norfolk,Ward`s Corner
-118.6089752,34.165357,3/5/2014,5,3,2014,CA,Woodland Hills,Ventura & De Soto
-95.3698028,29.7604267,3/3/2014,3,3,2014,TX,Houston,Westheimer & Jeannetta (new store)
-105.2705456,40.0149856,2/28/2014,28,2,2014,CO,Boulder,1352 College Ave - Boulder
-116.5634625,43.5407172,2/28/2014,28,2,2014,ID,Nampa,12th Ave. Rd & E. Hawaii Ave.
-73.212072,44.4758825,2/28/2014,28,2,2014,MA,Burlington,Middlesex Tpk & Terrace
-118.542586,34.3916641,2/27/2014,27,2,2014,CA,Santa Clarita,Sand Canyon & 14 Fwy
-83.4754913,42.48059,2/27/2014,27,2,2014,MI,Novi,12 Mile & Cabot
-122.0651819,37.9100783,2/24/2014,24,2,2014,CA,Walnut Creek,N. California & Cole Ave
-118.4911912,34.0194543,2/21/2014,21,2,2014,CA,Santa Monica,Wilshire & 11th
-106.516515,39.604225,2/21/2014,21,2,2014,OH,Beavercreek,Fairfield Commons
-75.977985,36.8529263,2/21/2014,21,2,2014,VA,Virginia Beach,Great Neck & Mill Dam
-122.3320708,47.6062095,2/21/2014,21,2,2014,WA,Seattle,15th Ave & NW 53rd - Ballard
-122.1770818,48.0517637,2/20/2014,20,2,2014,WA,Marysville,Tulalip Outlet South
-118.5155901,34.0356331,2/14/2014,14,2,2014,CA,Pacific Palisades,Sunset & Palisades
-103.2310149,44.0805434,2/14/2014,14,2,2014,SD,Rapid City,I-90 and E. North - Rapid City
-106.313081,42.866632,2/14/2014,14,2,2014,WY,Casper,W E St. & N. Center St - Casper
-87.9372908,42.0664167,2/13/2014,13,2,2014,IL,Mount Prospect,Northwest Hwy & Elmhurst Rd
-122.6764815,45.5230622,2/12/2014,12,2,2014,OR,Portland,Bethany Village Centre
-96.6388833,32.912624,2/11/2014,11,2,2014,TX,Garland,635 & Northwest Hwy
-83.555212,41.6639383,2/6/2014,6,2,2014,OH,Toledo,Toledo - West Central Ave
-82.5306527,27.3364347,2/1/2014,1,2,2014,FL,Sarasota,5825 Derek Avenue
-73.7284647,40.8006567,2/1/2014,1,2,2014,NY,Great Neck,Great Neck - The Gardens
-84.5613355,39.3995008,1/31/2014,31,1,2014,OH,Hamilton,Hamilton - Tylersville Rd
-95.0949303,29.5074538,1/31/2014,31,1,2014,TX,League City,FM 2094 & Davis
-95.0949303,29.5074538,1/29/2014,29,1,2014,TX,League City,Hwy 96 & S. Shore Harbor
-116.9625269,32.7947731,1/27/2014,27,1,2014,CA,El Cajon,Broadway & Ballantyne
-75.6966001,39.7876112,1/27/2014,27,1,2014,DE,Hockessin,Hockessin
-79.3831843,43.653226,1/27/2014,27,1,2014,ON,Toronto,Scotia Plaza
-81.3961338,30.2841224,1/24/2014,24,1,2014,FL,Jacksonville Beach,A1A & 10th
-116.5634625,43.5407172,1/24/2014,24,1,2014,ID,Nampa,"I-84 & Garrity Blvd, ID"
-97.7430608,30.267153,1/24/2014,24,1,2014,TX,Austin,3rd & Lavaca
-122.3151314,47.8209301,1/24/2014,24,1,2014,WA,Lynnwood,196th & Hwy 99
-114.0708459,51.0486151,1/23/2014,23,1,2014,AB,Calgary,Bankview
-123.1207375,49.2827291,1/21/2014,21,1,2014,WA,Vancouver,Riverstone Marketplace - Vancouver
-120.7401385,47.7510741,1/20/2014,20,1,2014,DC,Washington,Union Station Main Hall
-118.032844,33.9791793,1/17/2014,17,1,2014,CA,Whittier,Whittier & Colima
-157.8583333,21.3069444,1/17/2014,17,1,2014,HI,Honolulu,Waikiki Shopping Plaza
-72.6056435,42.5445588,1/17/2014,17,1,2014,IL,Deerfield,Waukegan & Lake Cook - Deerfield
